        Date        , GPU Core Clock [MHz] , GPU Memory Clock [MHz] , GPU Temperature [°C] , GPU Load [%] , Memory Controller Load [%] , Video Engine Load [%] , Bus Interface Load [%] , Memory Usage (Dedicated) [MB] , Memory Usage (Dynamic) [MB] , PerfCap Reason [] , VDDC [V] ,
2016-01-09 15:10:13 ,              135.0   ,                405.0   ,               40.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:10:13 ,              135.0   ,                405.0   ,               40.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:10:14 ,              135.0   ,                405.0   ,               40.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:10:15 ,              135.0   ,                405.0   ,               40.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:10:16 ,              135.0   ,                405.0   ,               40.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:10:17 ,              135.0   ,                405.0   ,               40.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:10:18 ,              135.0   ,                405.0   ,               40.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:10:19 ,              135.0   ,                405.0   ,               40.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:10:20 ,              135.0   ,                405.0   ,               40.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:10:21 ,              135.0   ,                405.0   ,               40.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:10:22 ,              135.0   ,                405.0   ,               40.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:10:23 ,              135.0   ,                405.0   ,               40.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:10:24 ,              135.0   ,                405.0   ,               40.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:10:25 ,              135.0   ,                405.0   ,               40.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:10:26 ,              135.0   ,                405.0   ,               40.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:10:27 ,              135.0   ,                405.0   ,               40.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:10:28 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:10:29 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:10:30 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:10:31 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:10:32 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:10:33 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:10:34 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:10:35 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:10:36 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:10:37 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:10:38 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:10:39 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:10:40 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:10:41 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:10:42 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:10:43 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:10:44 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:10:45 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:10:46 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:10:47 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:10:48 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:10:49 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:10:50 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:10:51 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:10:52 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:10:53 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:10:54 ,              135.0   ,                405.0   ,               42.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:10:55 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:10:56 ,              135.0   ,                405.0   ,               42.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:10:57 ,              135.0   ,                405.0   ,               42.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:10:58 ,              135.0   ,                405.0   ,               42.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:10:59 ,              135.0   ,                405.0   ,               42.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:11:00 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:11:01 ,              135.0   ,                405.0   ,               42.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:11:02 ,              135.0   ,                405.0   ,               42.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:11:03 ,              135.0   ,                405.0   ,               42.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:11:04 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:11:05 ,              135.0   ,                405.0   ,               42.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:11:06 ,              135.0   ,                405.0   ,               42.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:11:07 ,              135.0   ,                405.0   ,               42.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:11:08 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:11:09 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:11:10 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:11:11 ,              135.0   ,                405.0   ,               42.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:11:12 ,              135.0   ,                405.0   ,               42.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:11:13 ,              135.0   ,                405.0   ,               42.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:11:14 ,              135.0   ,                405.0   ,               42.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:11:15 ,              135.0   ,                405.0   ,               42.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:11:16 ,              135.0   ,                405.0   ,               42.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:11:17 ,              135.0   ,                405.0   ,               42.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:11:18 ,              135.0   ,                405.0   ,               42.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:11:19 ,              135.0   ,                405.0   ,               42.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:11:20 ,              135.0   ,                405.0   ,               42.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:11:21 ,              135.0   ,                405.0   ,               42.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:11:22 ,              135.0   ,                405.0   ,               42.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:11:23 ,              135.0   ,                405.0   ,               42.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:11:24 ,              135.0   ,                405.0   ,               42.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:11:25 ,              135.0   ,                405.0   ,               42.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:11:26 ,              135.0   ,                405.0   ,               42.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:11:27 ,              135.0   ,                405.0   ,               42.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:11:28 ,              135.0   ,                405.0   ,               42.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:11:29 ,              135.0   ,                405.0   ,               42.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:11:30 ,              135.0   ,                405.0   ,               42.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:11:31 ,              135.0   ,                405.0   ,               42.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:11:32 ,              135.0   ,                405.0   ,               42.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:11:33 ,              135.0   ,                405.0   ,               42.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:11:34 ,              135.0   ,                405.0   ,               42.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:11:35 ,              135.0   ,                405.0   ,               42.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:11:36 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:11:37 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:11:38 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:11:39 ,              135.0   ,                405.0   ,               42.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:11:40 ,              135.0   ,                405.0   ,               42.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:11:41 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:11:42 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:11:43 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:11:44 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:11:45 ,              135.0   ,                405.0   ,               42.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:11:46 ,              135.0   ,                405.0   ,               42.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:11:47 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:11:48 ,              135.0   ,                405.0   ,               42.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:11:49 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:11:50 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:11:51 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:11:52 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:11:53 ,              135.0   ,                405.0   ,               42.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:11:54 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:11:55 ,              135.0   ,                405.0   ,               42.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:11:56 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:11:57 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:11:58 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:11:59 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:12:00 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:12:01 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:12:02 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:12:03 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:12:04 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:12:05 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:12:06 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:12:07 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:12:08 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:12:09 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:12:10 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:12:11 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:12:12 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:12:13 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:12:14 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:12:15 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:12:16 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:12:17 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:12:18 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:12:19 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:12:20 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:12:21 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:12:22 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:12:23 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:12:24 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:12:25 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:12:26 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:12:27 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:12:28 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:12:29 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:12:30 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:12:31 ,              135.0   ,                405.0   ,               40.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:12:32 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:12:33 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:12:34 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:12:35 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:12:36 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:12:37 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:12:38 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:12:39 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:12:40 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:12:41 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:12:42 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:12:43 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:12:44 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:12:45 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:12:46 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:12:47 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:12:48 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:12:49 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:12:50 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:12:51 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
2016-01-09 15:12:52 ,              135.0   ,                405.0   ,               41.0   ,          0   ,                        0   ,                   0   ,                    0   ,                           0   ,                         0   ,              16   , 0.7810   ,
